"","var","rel.inf","run"
"logShelfAreaShallow","logShelfAreaShallow",24.9140254083124,6
"logMang","logMang",15.0681159948883,6
"logtotalGearTonnes","logtotalGearTonnes",14.2071087471174,6
"logProteinDiet","logProteinDiet",9.27715316026138,6
"WGI","WGI",7.38854311630243,6
"logGDP","logGDP",5.27033764507306,6
"logCoastPop","logCoastPop",4.92003418271277,6
"logChondCatch","logChondCatch",4.3461732802812,6
"HDI","HDI",3.96022464912101,6
"logEstDis","logEstDis",3.20011893978998,6
"logFishEffort","logFishEffort",2.31741110085224,6
"logPprodMean","logPprodMean",2.13902714246906,6
"SstMean","SstMean",1.6399912869795,6
"speciessmall","speciessmall",0.620951789401761,6
"speciesgreen","speciesgreen",0.49278225752235,6
"specieslarge","specieslarge",0.238001298915166,6
"speciesdwarf","speciesdwarf",0,6
"speciesnarrow","speciesnarrow",0,6
"logShelfAreaShallow1","logShelfAreaShallow",25.1929433200565,15
"logMang1","logMang",14.733236253706,15
"logtotalGearTonnes1","logtotalGearTonnes",14.6072406636282,15
"logProteinDiet1","logProteinDiet",9.45667004994749,15
"WGI1","WGI",7.67233891130206,15
"logChondCatch1","logChondCatch",5.84642668526588,15
"logGDP1","logGDP",5.44335477003232,15
"logCoastPop1","logCoastPop",4.4993812245548,15
"HDI1","HDI",3.05250678234851,15
"logEstDis1","logEstDis",2.63974743985492,15
"logPprodMean1","logPprodMean",2.37674430075522,15
"logFishEffort1","logFishEffort",2.09006378878416,15
"SstMean1","SstMean",1.47702975261623,15
"speciessmall1","speciessmall",0.42401102153398,15
"speciesgreen1","speciesgreen",0.3217923165872,15
"specieslarge1","specieslarge",0.166512719026449,15
"speciesdwarf1","speciesdwarf",0,15
"speciesnarrow1","speciesnarrow",0,15
"logShelfAreaShallow2","logShelfAreaShallow",24.3966876429546,26
"logtotalGearTonnes2","logtotalGearTonnes",14.2086947279236,26
"logMang2","logMang",13.9904906588623,26
"logProteinDiet2","logProteinDiet",9.25086715001669,26
"WGI2","WGI",6.96757210968344,26
"logGDP2","logGDP",6.46668195622002,26
"logChondCatch2","logChondCatch",5.27568895880336,26
"logCoastPop2","logCoastPop",4.93589965237186,26
"HDI2","HDI",3.48387343003484,26
"logEstDis2","logEstDis",3.32687076096793,26
"logFishEffort2","logFishEffort",2.58476861197541,26
"logPprodMean2","logPprodMean",2.20292487525318,26
"SstMean2","SstMean",1.75833175387671,26
"speciessmall2","speciessmall",0.433000034200879,26
"speciesgreen2","speciesgreen",0.41701333866636,26
"specieslarge2","specieslarge",0.300634338188787,26
"speciesdwarf2","speciesdwarf",0,26
"speciesnarrow2","speciesnarrow",0,26
"logShelfAreaShallow3","logShelfAreaShallow",25.5395731127474,40
"logMang3","logMang",15.4316414454513,40
"logtotalGearTonnes3","logtotalGearTonnes",14.6502152630566,40
"logProteinDiet3","logProteinDiet",9.65068720567421,40
"WGI3","WGI",7.9229402709401,40
"logGDP3","logGDP",4.9955600182833,40
"logChondCatch3","logChondCatch",4.79640972055108,40
"logCoastPop3","logCoastPop",4.52964024371983,40
"HDI3","HDI",3.48768947681542,40
"logEstDis3","logEstDis",3.17481821831741,40
"logPprodMean3","logPprodMean",1.91066163479629,40
"logFishEffort3","logFishEffort",1.81063013014675,40
"SstMean3","SstMean",0.980171648694654,40
"speciessmall3","speciessmall",0.516179111117611,40
"speciesgreen3","speciesgreen",0.464962533018397,40
"specieslarge3","specieslarge",0.138219966669635,40
"speciesdwarf3","speciesdwarf",0,40
"speciesnarrow3","speciesnarrow",0,40
"logShelfAreaShallow4","logShelfAreaShallow",25.2366725740769,48
"logtotalGearTonnes4","logtotalGearTonnes",14.5430882873582,48
"logMang4","logMang",13.8378990525807,48
"logProteinDiet4","logProteinDiet",9.37269595245817,48
"WGI4","WGI",6.88210326685393,48
"logChondCatch4","logChondCatch",5.68780684989222,48
"logCoastPop4","logCoastPop",5.08044823319629,48
"logGDP4","logGDP",5.05650433439925,48
"HDI4","HDI",3.7339886323133,48
"logEstDis4","logEstDis",3.29171003427941,48
"logFishEffort4","logFishEffort",2.38090108529796,48
"logPprodMean4","logPprodMean",2.19428893126737,48
"SstMean4","SstMean",1.52681589933063,48
"speciesgreen4","speciesgreen",0.653571917606958,48
"speciessmall4","speciessmall",0.388910682561861,48
"specieslarge4","specieslarge",0.13259426652685,48
"speciesdwarf4","speciesdwarf",0,48
"speciesnarrow4","speciesnarrow",0,48
"logShelfAreaShallow5","logShelfAreaShallow",23.5627416017135,58
"logMang5","logMang",14.1554940513565,58
"logtotalGearTonnes5","logtotalGearTonnes",13.6007172231289,58
"logProteinDiet5","logProteinDiet",9.77720977309913,58
"WGI5","WGI",7.49197735955293,58
"logGDP5","logGDP",6.1891643584249,58
"logChondCatch5","logChondCatch",5.39567770589038,58
"logCoastPop5","logCoastPop",4.61882319454066,58
"HDI5","HDI",3.86208476204197,58
"logEstDis5","logEstDis",3.7681587401023,58
"logFishEffort5","logFishEffort",2.2551591172395,58
"logPprodMean5","logPprodMean",2.21302444872667,58
"SstMean5","SstMean",1.63109997752981,58
"speciessmall5","speciessmall",0.718388682662399,58
"speciesgreen5","speciesgreen",0.402781813694822,58
"specieslarge5","specieslarge",0.357497190295556,58
"speciesdwarf5","speciesdwarf",0,58
"speciesnarrow5","speciesnarrow",0,58
"logShelfAreaShallow6","logShelfAreaShallow",24.7179464669136,69
"logMang6","logMang",15.1410187107573,69
"logtotalGearTonnes6","logtotalGearTonnes",13.5375037566775,69
"logProteinDiet6","logProteinDiet",9.49769663483546,69
"WGI6","WGI",7.01921069255059,69
"logGDP6","logGDP",5.76632676871602,69
"logChondCatch6","logChondCatch",5.15923053995353,69
"logCoastPop6","logCoastPop",4.51451093477502,69
"HDI6","HDI",4.10017018951808,69
"logEstDis6","logEstDis",3.36712156838504,69
"logFishEffort6","logFishEffort",2.22700798507576,69
"logPprodMean6","logPprodMean",2.02141376702993,69
"SstMean6","SstMean",1.67791388134633,69
"speciessmall6","speciessmall",0.639297795519887,69
"speciesgreen6","speciesgreen",0.440513123382791,69
"specieslarge6","specieslarge",0.173117184563062,69
"speciesdwarf6","speciesdwarf",0,69
"speciesnarrow6","speciesnarrow",0,69
"logShelfAreaShallow7","logShelfAreaShallow",23.9342640131155,79
"logMang7","logMang",15.2346979829084,79
"logtotalGearTonnes7","logtotalGearTonnes",14.2310121734233,79
"logProteinDiet7","logProteinDiet",9.39931082638741,79
"WGI7","WGI",7.15386659081997,79
"logGDP7","logGDP",5.76124704065957,79
"logCoastPop7","logCoastPop",5.27641488561429,79
"logChondCatch7","logChondCatch",4.61027767828224,79
"HDI7","HDI",3.94672611943005,79
"logEstDis7","logEstDis",2.89097764641196,79
"logPprodMean7","logPprodMean",2.29212484420807,79
"logFishEffort7","logFishEffort",2.23845031440976,79
"SstMean7","SstMean",1.52824236339141,79
"speciesgreen7","speciesgreen",0.619536954959086,79
"speciessmall7","speciessmall",0.521266398668084,79
"specieslarge7","specieslarge",0.361584167310875,79
"speciesdwarf7","speciesdwarf",0,79
"speciesnarrow7","speciesnarrow",0,79
"logShelfAreaShallow8","logShelfAreaShallow",25.5049724796361,88
"logtotalGearTonnes8","logtotalGearTonnes",16.3386251177987,88
"logMang8","logMang",16.1395416537939,88
"logProteinDiet8","logProteinDiet",9.88143904429655,88
"WGI8","WGI",6.51145270139244,88
"logGDP8","logGDP",5.34244967557803,88
"logCoastPop8","logCoastPop",4.26380846924229,88
"logChondCatch8","logChondCatch",3.83331500941863,88
"HDI8","HDI",3.0808315914258,88
"logEstDis8","logEstDis",2.90267473108869,88
"logFishEffort8","logFishEffort",2.08079457746063,88
"logPprodMean8","logPprodMean",1.57530639621905,88
"SstMean8","SstMean",1.39172560924147,88
"speciessmall8","speciessmall",0.544363123745823,88
"specieslarge8","specieslarge",0.317121342868191,88
"speciesgreen8","speciesgreen",0.291578476793805,88
"speciesdwarf8","speciesdwarf",0,88
"speciesnarrow8","speciesnarrow",0,88
"logShelfAreaShallow9","logShelfAreaShallow",24.1558306327446,97
"logtotalGearTonnes9","logtotalGearTonnes",14.7803058570271,97
"logMang9","logMang",14.6980375509476,97
"logProteinDiet9","logProteinDiet",9.2530782955834,97
"WGI9","WGI",7.66072597273371,97
"logGDP9","logGDP",5.90173905818536,97
"logCoastPop9","logCoastPop",4.82575057345089,97
"logChondCatch9","logChondCatch",4.76934327305349,97
"HDI9","HDI",3.72149791249069,97
"logEstDis9","logEstDis",3.22528718819015,97
"logFishEffort9","logFishEffort",2.3419033028408,97
"logPprodMean9","logPprodMean",2.1038610836749,97
"SstMean9","SstMean",1.51510864755181,97
"speciessmall9","speciessmall",0.70397785532315,97
"speciesgreen9","speciesgreen",0.196625304261897,97
"specieslarge9","specieslarge",0.146927491940535,97
"speciesdwarf9","speciesdwarf",0,97
"speciesnarrow9","speciesnarrow",0,97
