"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","468",0.82749,1.01859939816735,0.577103787320216,1.36739585197843,0.255080818993579,0.471767007570999,0.654988709459357,0.84,0.958089044999855,1.34602333401851,0.28820769983273
