"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","780",0.81168,1.05117238612532,0.564295240644487,1.36739585197843,0.231259635163859,0.549385613092754,0.598224894204652,0.866666666666667,0.950983867985709,1.34602333401851,0.293486343103299
