"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","226",0.81168,1.00861870071302,0.596901304455092,1.36739585197843,0.262379873937977,0.385377141183827,0.718167097972222,0.846666666666667,0.976514950087959,1.34602333401851,0.274518557436443
