"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","594",0.82417,1.04986030701298,0.562928071818435,1.36739585197843,0.232219181084994,0.412625856019733,0.698239646242365,0.833333333333333,0.993938325367363,1.34602333401851,0.261574223680068
