"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","151",0.81417,0.996694713490202,0.588054277820822,1.36739585197843,0.271100089964346,0.384022772879588,0.719157570703494,0.826666666666667,0.989349033784884,1.34602333401851,0.264983742271977
