"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","445",0.8275,1.04094760603495,0.561133568983496,1.36739585197843,0.238737191919337,0.383360301474173,0.719642047385543,0.833333333333333,0.98635244580863,1.34602333401851,0.267209994893697
