"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","681",0.85251,1.05402468233623,0.598966727202363,1.36739585197843,0.229173702105934,0.445594164498486,0.674129357746863,0.853333333333333,0.966572824905507,1.34602333401851,0.281904852258517
