"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","627",0.83834,0.988494426683002,0.593809621182637,1.36739585197843,0.277097100117138,0.364099522908196,0.733727784546519,0.82,1.01571229716752,1.34602333401851,0.24539770485617
