"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","466",0.83499,1.00360028382198,0.59998946750021,1.36739585197843,0.266049928139018,0.40986069991779,0.700261852246531,0.833333333333333,0.992305679468664,1.34602333401851,0.262787163944503
