"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","189",0.83583,1.05977208381934,0.56977337124648,1.36739585197843,0.224970528990564,0.549341169468138,0.598257396588326,0.853333333333333,0.944395864765177,1.34602333401851,0.298380762875997
