"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","343",0.82417,1.01414994155389,0.580552713099573,1.36739585197843,0.258334782801516,0.387062908818979,0.716934267235816,0.826666666666667,0.995192558849821,1.34602333401851,0.260642417038416
