"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","16",0.7875,1.05855711887733,0.536936531882048,1.36739585197843,0.225859053656083,0.511140406831348,0.626194268403111,0.846666666666667,0.967727880177318,1.34602333401851,0.281046728002705
