"","var","rel.inf","run"
"logShelfAreaShallow","logShelfAreaShallow",23.7314873426635,9
"logMang","logMang",14.7039152895919,9
"logtotalGearTonnes","logtotalGearTonnes",14.5466764128694,9
"logProteinDiet","logProteinDiet",9.07501363011124,9
"WGI","WGI",7.20828988433804,9
"logGDP","logGDP",5.9616143037198,9
"logChondCatch","logChondCatch",5.23899444633987,9
"logCoastPop","logCoastPop",5.01754599597721,9
"HDI","HDI",3.94226013499506,9
"logEstDis","logEstDis",3.11132049981377,9
"logFishEffort","logFishEffort",2.45739737217693,9
"logPprodMean","logPprodMean",2.13237777697815,9
"SstMean","SstMean",1.56797154151339,9
"speciessmall","speciessmall",0.573745510905591,9
"speciesgreen","speciesgreen",0.563446567457704,9
"specieslarge","specieslarge",0.167943290548483,9
"speciesdwarf","speciesdwarf",0,9
"speciesnarrow","speciesnarrow",0,9
