"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","711",0.85581,1.04261575514154,0.577853175579901,1.36739585197843,0.237517245914545,0.44120817990046,0.677336903383103,0.846666666666667,0.951468944451583,1.34602333401851,0.293125965646523
