"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","977",0.83667,1.00480244388746,0.592338106236364,1.36739585197843,0.265170767898957,0.471856717033433,0.654923103393415,0.86,0.960169873187889,1.34602333401851,0.28666179187152
