"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","973",0.82167,1.07782408933288,0.52543058869847,1.36739585197843,0.211768788260238,0.445300803248238,0.674343897852293,0.853333333333333,0.964831382639432,1.34602333401851,0.283198620517999
