"","run","cvauc","cvdev","cvcorr","intnull","intdev","residual_deviance","dev_exp","evauc","evresdev","evnulldev","evdev"
"1","229",0.825,1.06322384017061,0.542057093497397,1.36739585197843,0.222446200467645,0.442508153694607,0.67638621028844,0.826666666666667,0.999663782379936,1.34602333401851,0.257320614646799
