"","independent_value","pdp_value","run","variable"
"1",0.103819328638997,0.369873361320209,"548","logFishEffort"
"2",0.168737069219836,0.369873361320209,"548","logFishEffort"
"3",0.233654809800675,0.369873361320209,"548","logFishEffort"
"4",0.298572550381514,0.369873361320209,"548","logFishEffort"
"5",0.363490290962353,0.369873361320209,"548","logFishEffort"
"6",0.428408031543192,0.369873361320209,"548","logFishEffort"
"7",0.493325772124031,0.369873361320209,"548","logFishEffort"
"8",0.55824351270487,0.369873361320209,"548","logFishEffort"
"9",0.623161253285709,0.369873361320209,"548","logFishEffort"
"10",0.688078993866548,0.369873361320209,"548","logFishEffort"
"11",0.752996734447386,0.369873361320209,"548","logFishEffort"
"12",0.817914475028225,0.369873361320209,"548","logFishEffort"
"13",0.882832215609064,0.369873361320209,"548","logFishEffort"
"14",0.947749956189903,0.369873361320209,"548","logFishEffort"
"15",1.01266769677074,0.369873361320209,"548","logFishEffort"
"16",1.07758543735158,0.368864937855981,"548","logFishEffort"
"17",1.14250317793242,0.368864937855981,"548","logFishEffort"
"18",1.20742091851326,0.353725886465155,"548","logFishEffort"
"19",1.2723386590941,0.352524679934456,"548","logFishEffort"
"20",1.33725639967494,0.327632656108791,"548","logFishEffort"
"21",1.40217414025578,0.276603086441275,"548","logFishEffort"
"22",1.46709188083661,0.271806363904906,"548","logFishEffort"
"23",1.53200962141745,0.245748132804726,"548","logFishEffort"
"24",1.59692736199829,0.242997488303917,"548","logFishEffort"
"25",1.66184510257913,0.243322600255995,"548","logFishEffort"
"26",1.72676284315997,0.242907918864578,"548","logFishEffort"
"27",1.79168058374081,0.242379401933281,"548","logFishEffort"
"28",1.85659832432165,0.245967305161793,"548","logFishEffort"
"29",1.92151606490249,0.259400403025883,"548","logFishEffort"
"30",1.98643380548333,0.261670168870404,"548","logFishEffort"
"31",2.05135154606417,0.265408660808681,"548","logFishEffort"
"32",2.116269286645,0.264195998036746,"548","logFishEffort"
"33",2.18118702722584,0.258254240663098,"548","logFishEffort"
"34",2.24610476780668,0.251157767786557,"548","logFishEffort"
"35",2.31102250838752,0.25002154517365,"548","logFishEffort"
"36",2.37594024896836,0.254654084823513,"548","logFishEffort"
"37",2.4408579895492,0.255884075898986,"548","logFishEffort"
"38",2.50577573013004,0.266833883077406,"548","logFishEffort"
"39",2.57069347071088,0.264482447016603,"548","logFishEffort"
"40",2.63561121129172,0.268224064998767,"548","logFishEffort"
"41",2.70052895187255,0.276113052670641,"548","logFishEffort"
"42",2.76544669245339,0.277575888987011,"548","logFishEffort"
"43",2.83036443303423,0.282630267627133,"548","logFishEffort"
"44",2.89528217361507,0.282773156327046,"548","logFishEffort"
"45",2.96019991419591,0.281454701477749,"548","logFishEffort"
