"","independent_value","pdp_value","run","variable"
"1",6.36729485008646,0.289843514192465,"222","logGDP"
"2",6.46999477422032,0.289843514192465,"222","logGDP"
"3",6.57269469835417,0.289843514192465,"222","logGDP"
"4",6.67539462248803,0.289843514192465,"222","logGDP"
"5",6.77809454662188,0.289843514192465,"222","logGDP"
"6",6.88079447075574,0.289843514192465,"222","logGDP"
"7",6.9834943948896,0.289843514192465,"222","logGDP"
"8",7.08619431902345,0.289843514192465,"222","logGDP"
"9",7.18889424315731,0.289843514192465,"222","logGDP"
"10",7.29159416729116,0.289843514192465,"222","logGDP"
"11",7.39429409142502,0.289843514192465,"222","logGDP"
"12",7.49699401555887,0.291272257277784,"222","logGDP"
"13",7.59969393969273,0.291272257277784,"222","logGDP"
"14",7.70239386382659,0.291272257277784,"222","logGDP"
"15",7.80509378796044,0.293219776019586,"222","logGDP"
"16",7.9077937120943,0.300029093189372,"222","logGDP"
"17",8.01049363622815,0.301012493432512,"222","logGDP"
"18",8.11319356036201,0.301012493432512,"222","logGDP"
"19",8.21589348449587,0.301012493432512,"222","logGDP"
"20",8.31859340862972,0.298311476264049,"222","logGDP"
"21",8.42129333276358,0.297073376042902,"222","logGDP"
"22",8.52399325689743,0.296493847687834,"222","logGDP"
"23",8.62669318103129,0.296701962941372,"222","logGDP"
"24",8.72939310516514,0.29351011579657,"222","logGDP"
"25",8.832093029299,0.292697988280915,"222","logGDP"
"26",8.93479295343286,0.276969381364392,"222","logGDP"
"27",9.03749287756671,0.274224826708847,"222","logGDP"
"28",9.14019280170057,0.272906187778337,"222","logGDP"
"29",9.24289272583442,0.271325628487426,"222","logGDP"
"30",9.34559264996828,0.271512899122298,"222","logGDP"
"31",9.44829257410214,0.274623116636548,"222","logGDP"
"32",9.55099249823599,0.272221135560853,"222","logGDP"
"33",9.65369242236985,0.273242214196783,"222","logGDP"
"34",9.7563923465037,0.287264143118406,"222","logGDP"
"35",9.85909227063756,0.289859450332941,"222","logGDP"
"36",9.96179219477142,0.315354710761374,"222","logGDP"
"37",10.0644921189053,0.317458918874154,"222","logGDP"
"38",10.1671920430391,0.376001330901515,"222","logGDP"
"39",10.269891967173,0.382028928213731,"222","logGDP"
"40",10.3725918913068,0.378590874853817,"222","logGDP"
"41",10.4752918154407,0.408851148736141,"222","logGDP"
"42",10.5779917395745,0.410315052199669,"222","logGDP"
"43",10.6806916637084,0.409206253585879,"222","logGDP"
"44",10.7833915878423,0.411683380241628,"222","logGDP"
"45",10.8860915119761,0.43283348721944,"222","logGDP"
"46",10.98879143611,0.59498119216881,"222","logGDP"
"47",11.0914913602438,0.597007714445401,"222","logGDP"
"48",11.1941912843777,0.598802656901135,"222","logGDP"
"49",11.2968912085115,0.600639507251462,"222","logGDP"
"50",11.3995911326454,0.599297497759574,"222","logGDP"
"51",11.5022910567793,0.60205753268797,"222","logGDP"
"52",11.6049909809131,0.60125159317469,"222","logGDP"
"53",11.707690905047,0.599275971887446,"222","logGDP"
"54",11.8103908291808,0.597946193726089,"222","logGDP"
"55",11.9130907533147,0.587565963219383,"222","logGDP"
"56",12.0157906774485,0.58180525777591,"222","logGDP"
"57",12.1184906015824,0.571981012868575,"222","logGDP"
"58",12.2211905257162,0.495117032043602,"222","logGDP"
"59",12.3238904498501,0.493647978937481,"222","logGDP"
"60",12.426590373984,0.370553992126245,"222","logGDP"
"61",12.5292902981178,0.33532283357789,"222","logGDP"
"62",12.6319902222517,0.114272081003807,"222","logGDP"
"63",12.7346901463855,0.101861880145508,"222","logGDP"
"64",12.8373900705194,0.0949687870834623,"222","logGDP"
"65",12.9400899946532,0.096919689078827,"222","logGDP"
"66",13.0427899187871,0.0987830454002124,"222","logGDP"
"67",13.1454898429209,0.0987830454002124,"222","logGDP"
"68",13.2481897670548,0.100284653686035,"222","logGDP"
"69",13.3508896911887,0.100284653686035,"222","logGDP"
"70",13.4535896153225,0.100284653686035,"222","logGDP"
"71",13.5562895394564,0.100284653686035,"222","logGDP"
"72",13.6589894635902,0.100284653686035,"222","logGDP"
"73",13.7616893877241,0.100284653686035,"222","logGDP"
"74",13.8643893118579,0.100284653686035,"222","logGDP"
"75",13.9670892359918,0.100284653686035,"222","logGDP"
"76",14.0697891601257,0.100284653686035,"222","logGDP"
"77",14.1724890842595,0.100284653686035,"222","logGDP"
"78",14.2751890083934,0.100284653686035,"222","logGDP"
"79",14.3778889325272,0.100284653686035,"222","logGDP"
"80",14.4805888566611,0.100284653686035,"222","logGDP"
"81",14.5832887807949,0.100284653686035,"222","logGDP"
"82",14.6859887049288,0.100284653686035,"222","logGDP"
"83",14.7886886290626,0.100284653686035,"222","logGDP"
"84",14.8913885531965,0.100284653686035,"222","logGDP"
"85",14.9940884773304,0.100284653686035,"222","logGDP"
"86",15.0967884014642,0.100284653686035,"222","logGDP"
"87",15.1994883255981,0.100284653686035,"222","logGDP"
"88",15.3021882497319,0.100284653686035,"222","logGDP"
"89",15.4048881738658,0.100284653686035,"222","logGDP"
"90",15.5075880979996,0.100284653686035,"222","logGDP"
"91",15.6102880221335,0.100284653686035,"222","logGDP"
"92",15.7129879462673,0.100284653686035,"222","logGDP"
"93",15.8156878704012,0.100284653686035,"222","logGDP"
"94",15.9183877945351,0.100284653686035,"222","logGDP"
"95",16.0210877186689,0.100284653686035,"222","logGDP"
"96",16.1237876428028,0.100284653686035,"222","logGDP"
"97",16.2264875669366,0.100284653686035,"222","logGDP"
"98",16.3291874910705,0.100284653686035,"222","logGDP"
"99",16.4318874152043,0.100284653686035,"222","logGDP"
