"","independent_value","pdp_value","run","variable"
"1",0.418,0.195853447098667,"453","HDI"
"2",0.423158415841584,0.195853447098667,"453","HDI"
"3",0.428316831683168,0.195853447098667,"453","HDI"
"4",0.433475247524752,0.195853447098667,"453","HDI"
"5",0.438633663366337,0.195853447098667,"453","HDI"
"6",0.443792079207921,0.195853447098667,"453","HDI"
"7",0.448950495049505,0.195853447098667,"453","HDI"
"8",0.454108910891089,0.195853447098667,"453","HDI"
"9",0.459267326732673,0.195853447098667,"453","HDI"
"10",0.464425742574257,0.195853447098667,"453","HDI"
"11",0.469584158415842,0.195853447098667,"453","HDI"
"12",0.474742574257426,0.195853447098667,"453","HDI"
"13",0.47990099009901,0.195853447098667,"453","HDI"
"14",0.485059405940594,0.196571899549437,"453","HDI"
"15",0.490217821782178,0.196571899549437,"453","HDI"
"16",0.495376237623762,0.196571899549437,"453","HDI"
"17",0.500534653465347,0.197660266217112,"453","HDI"
"18",0.505693069306931,0.198684061315039,"453","HDI"
"19",0.510851485148515,0.197525904061199,"453","HDI"
"20",0.516009900990099,0.198475404696664,"453","HDI"
"21",0.521168316831683,0.195804075777977,"453","HDI"
"22",0.526326732673267,0.192199173441388,"453","HDI"
"23",0.531485148514852,0.19305645326898,"453","HDI"
"24",0.536643564356436,0.19325327991003,"453","HDI"
"25",0.54180198019802,0.197747553669156,"453","HDI"
"26",0.546960396039604,0.207559655889846,"453","HDI"
"27",0.552118811881188,0.207559655889846,"453","HDI"
"28",0.557277227722772,0.223001801967788,"453","HDI"
"29",0.562435643564356,0.221643288897011,"453","HDI"
"30",0.567594059405941,0.224189490608586,"453","HDI"
"31",0.572752475247525,0.231975826886299,"453","HDI"
"32",0.577910891089109,0.229726524107505,"453","HDI"
"33",0.583069306930693,0.229726524107505,"453","HDI"
"34",0.588227722772277,0.208553623117282,"453","HDI"
"35",0.593386138613861,0.208553623117282,"453","HDI"
"36",0.598544554455446,0.208553623117282,"453","HDI"
"37",0.60370297029703,0.208656806527375,"453","HDI"
"38",0.608861386138614,0.214081248096158,"453","HDI"
"39",0.614019801980198,0.213457210384489,"453","HDI"
"40",0.619178217821782,0.213047546748619,"453","HDI"
"41",0.624336633663366,0.213435613636163,"453","HDI"
"42",0.62949504950495,0.215843293845131,"453","HDI"
"43",0.634653465346535,0.208535861663501,"453","HDI"
"44",0.639811881188119,0.208084391629104,"453","HDI"
"45",0.644970297029703,0.212302499401605,"453","HDI"
"46",0.650128712871287,0.212302499401605,"453","HDI"
"47",0.655287128712871,0.210367308924709,"453","HDI"
"48",0.660445544554455,0.204651061612391,"453","HDI"
"49",0.66560396039604,0.204133932314852,"453","HDI"
"50",0.670762376237624,0.203812871681535,"453","HDI"
"51",0.675920792079208,0.203821052189275,"453","HDI"
"52",0.681079207920792,0.206563295498713,"453","HDI"
"53",0.686237623762376,0.234756119031116,"453","HDI"
"54",0.69139603960396,0.235986561887105,"453","HDI"
"55",0.696554455445545,0.240351507717043,"453","HDI"
"56",0.701712871287129,0.31313896958723,"453","HDI"
"57",0.706871287128713,0.316692633616116,"453","HDI"
"58",0.712029702970297,0.325197018933987,"453","HDI"
"59",0.717188118811881,0.325172478112129,"453","HDI"
"60",0.722346534653465,0.325869836563922,"453","HDI"
"61",0.727504950495049,0.332238322276845,"453","HDI"
"62",0.732663366336634,0.333713701126304,"453","HDI"
"63",0.737821782178218,0.380070048303075,"453","HDI"
"64",0.742980198019802,0.381504848413551,"453","HDI"
"65",0.748138613861386,0.403432430735913,"453","HDI"
"66",0.75329702970297,0.411221517291033,"453","HDI"
"67",0.758455445544554,0.410389953844087,"453","HDI"
"68",0.763613861386139,0.404628537878717,"453","HDI"
"69",0.768772277227723,0.383004904272976,"453","HDI"
"70",0.773930693069307,0.380982131223656,"453","HDI"
"71",0.779089108910891,0.35089725873788,"453","HDI"
"72",0.784247524752475,0.355862391593647,"453","HDI"
"73",0.789405940594059,0.425456903713557,"453","HDI"
"74",0.794564356435643,0.424407682251401,"453","HDI"
"75",0.799722772277228,0.426864062538288,"453","HDI"
"76",0.804881188118812,0.426864062538288,"453","HDI"
"77",0.810039603960396,0.426864062538288,"453","HDI"
"78",0.81519801980198,0.426864062538288,"453","HDI"
"79",0.820356435643564,0.426864062538288,"453","HDI"
"80",0.825514851485148,0.426864062538288,"453","HDI"
"81",0.830673267326733,0.426864062538288,"453","HDI"
"82",0.835831683168317,0.426864062538288,"453","HDI"
"83",0.840990099009901,0.426864062538288,"453","HDI"
"84",0.846148514851485,0.426864062538288,"453","HDI"
"85",0.851306930693069,0.426864062538288,"453","HDI"
"86",0.856465346534653,0.426864062538288,"453","HDI"
"87",0.861623762376238,0.426864062538288,"453","HDI"
"88",0.866782178217822,0.426864062538288,"453","HDI"
"89",0.871940594059406,0.426864062538288,"453","HDI"
"90",0.87709900990099,0.426864062538288,"453","HDI"
"91",0.882257425742574,0.426864062538288,"453","HDI"
"92",0.887415841584158,0.426864062538288,"453","HDI"
"93",0.892574257425742,0.426864062538288,"453","HDI"
"94",0.897732673267327,0.426864062538288,"453","HDI"
"95",0.902891089108911,0.426864062538288,"453","HDI"
"96",0.908049504950495,0.426864062538288,"453","HDI"
"97",0.913207920792079,0.426864062538288,"453","HDI"
"98",0.918366336633663,0.426864062538288,"453","HDI"
"99",0.923524752475247,0.426864062538288,"453","HDI"
"100",0.928683168316832,0.426864062538288,"453","HDI"
"101",0.933841584158416,0.426864062538288,"453","HDI"
"102",0.939,0.426864062538288,"453","HDI"
