"ISO3","occurrence","logtotalGearTonnes","logPprodMean","logCoastPop","logEstDis","logProteinDiet","logGDP","HDI","logMang","WGI","logChondCatch","logShelfAreaShallow","SstMean","logFishEffort","speciesdwarf","speciesgreen","specieslarge","speciesnarrow","speciessmall"
"USA",1,18.7893949438164,0.0102238577976981,18.6542022336925,6.03527007137941,1.14253889285881,16.7399871876059,0.92,5.52480637437694,1.23872791716667,13.1292198182008,12.8715117683489,18.76923077,5.55420329539099,0,0,0,0,1
"AGO",0,16.6156314549569,0.044612420012562,15.3864001391457,6.22653666928747,1.11745873076166,11.4651639265839,0.533,4.7534857753104,-1.01451735716667,10.670860555448,9.99212379151391,22,1.16866834704839,0,0,0,0,1
"ATG",0,0,0.000877329034310484,11.3209050257073,0,1.95839256543315,7.28697223193735,0.786,1.33811864571315,0.5781003685,6.31716468674728,7.79482559451578,27,1.0110642550364,0,0,0,0,1
"BRB",0,11.275529186541,0.00196007779183763,12.4735086423771,0.0295588022415444,1.77725223054295,8.41848825594376,0.795,0.0853192967289265,0.942998602833333,5.26269018890489,2.54554272251927,27,1.68575772238442,0,0,0,0,1
"BEN",0,13.475109564916,0.0189441706924323,15.3784260928559,4.69134788222914,0.951694299612814,9.05765877917861,0.485,4.45810178363913,-0.280038916166667,8.61993026886735,7.18227592813229,28,2.58041551824786,0,0,0,0,1
"CMR",0,14.4990691204269,0.00696956505874772,15.0772930140287,6.53877222144661,1.00350649049216,10.3802961007124,0.518,6.48452909916328,-0.9468716085,9.95451331113917,8.72478289563642,28,3.27479740857523,0,0,0,0,1
"COD",0,13.1642510452526,0.0524214990752359,13.9943125951755,6.26720054854136,1.59092803408347,10.3713595364394,0.435,4.14795048358362,-1.56063057966667,9.5643718249695,6.42606699972482,25.5,0.107162170391339,0,0,0,0,1
"COG",0,14.6025267900663,0.0193609856692246,13.5636948612122,10.7359617983172,0,8.96629361294929,0.592,1.88418537426568,-1.03949001433333,9.93163759595247,8.1236530401352,25.5,1.02274573033432,0,0,0,0,1
"CIV",0,15.0799273003066,0.0474256889344444,15.8242193672623,5.6334196175483,1.26846120628303,10.5015987906852,0.474,3.49477086458411,-0.571659281833333,8.54500289205551,8.33991810382989,28,3.26758479916883,0,0,0,0,1
"DMA",0,8.83913082526207,0.00109490037775915,11.1867381566835,2.2203984220061,1.57570550715503,6.36729485008646,0.726,0.575350175805994,0.599157216166667,0,5.16279828549336,27,0.643569013690229,0,0,0,0,1
"GNQ",0,14.4160807700684,0.00529212198736779,12.8800803288746,0.693147180559945,0,9.27667103626546,0.592,4.44600115038404,-1.35965815433333,7.13648320859025,8.41215892031265,27.5,0.961984773103076,0,0,0,0,1
"GAB",0,15.1743171399731,0.0132566796449623,13.6264797443577,7.19596346301295,1.8099885320768,9.56202207038761,0.697,6.28073604194602,-0.658957307333333,8.46505743699571,9.63469351410417,26.5,1.83648204330861,0,0,0,0,1
"GMB",0,15.1097512656462,0.0371791112709453,13.9932759177048,5.14166355650266,1.94402157436745,6.87274966978332,0.452,5.26868934034057,-0.7821990945,9.04652648673797,7.91972376128008,26,2.48114274457452,0,0,0,0,1
"GHA",0,15.7381359325689,0.0389236959711218,16.0872150144787,4.90616758964041,1.68802237305693,10.661738250843,0.579,3.86307756467393,-0.0207157428333333,11.1164993815127,9.5276114068943,28,4.89794622932503,0,0,0,0,1
"GRD",0,10.0384118318922,0.00956263194528185,11.5421638275269,0,1.78503882298466,6.96336972373723,0.754,0.282793343314888,0.485954018833333,5.43372200355424,5.83500291742519,27.5,0.603222473031958,0,0,0,0,1
"GNB",0,16.5502554963562,0.0177136969997147,14.1666138088086,5.72358510195238,0.583163836749291,7.06128290761044,0.424,6.90470214460713,-1.18718971816667,4.18965474202643,10.276069443049,26.5,3.70426459194976,0,0,0,0,1
"JAM",0,9.82417412238452,0.000433825883941709,14.7927921504636,2.80880010420235,1.53247536186287,9.5509405056667,0.73,3.51133144966832,0.181991073,0,8.05818016094544,27.5,3.51867951735183,0,0,0,0,1
"LBR",0,15.4309250777818,0.0115816727584184,14.6129348675306,4.23323656108872,0.824465040221336,7.6506445514369,0.427,3.62083245720013,-0.765142121666667,8.9000036089596,9.20644176125974,28,1.3416227532224,0,0,0,0,1
